Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AGTC,Applied Genetic Technologies Corporation,7.05,$127.84M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",32.62,$32.07B,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",19.625,$388.55M,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,1.52,$143.62M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",37.65,$1.7B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",0.33,$9.3M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,3.26,$73.9M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,25.56,$856.16M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
APTO,"Aptose Biosciences, Inc.",2.075,$78.38M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",2.45,$95.38M,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",2.64,$39.86M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",16.63,$414.51M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
AQXP,"Aquinox Pharmaceuticals, Inc.",2.26,$53.19M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,1.11,$16.87M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
PETX,"Aratana Therapeutics, Inc.",6.36,$309.25M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ARAV,"Aravive, Inc.",6.52,$6.56M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,4.43,$245.76M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",1.75,$40.86M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",0.7103,$9.89M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",3.92,$18.72M,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,39.85,$1.02B,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,28.01,$11.36B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,22.56,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,22.095,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",2.89,$46.22M,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,22.03,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Ltd.,6.88,$73.74M,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",2.95,$183.3M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",34.07,$1.68B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,17.3,$7.37B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,92.66,$3.33B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,12.15,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,23,$79.81M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,2.8,$74.16M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",3.98,$433.79M,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,15.1,$3.22B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,30.78,$5.35B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWCR,Arrow DWA Country Rotation ETF,26.57,$17.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.415,$5.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,34.65,$500.22M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",12.83,$1.13B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",1.34,$19.18M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTNA,Artesian Resources Corporation,36.84,$340.46M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.1556,$9.05M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",16.26,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp.,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,10.3,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",4.18,$825.06M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,60.25,$2.53B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",1.01,$12.57M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.29,$31.65M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,5.6,$179.34M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,169,$72.09B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,5.22,$95.61M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",81.67,$5.78B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",22.825,$581.2M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",5.38,$343.87M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",3.86,$25.81M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",35.01,$798.14M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,28.63,$925.23M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",18.92,$129.76M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,3.14,$14.15M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,7.115,$108.31M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",3.07,$30.19M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,1.04,$25.18M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",33.78,$1.54B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",131.97,$5.35B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",11.65,$772.9M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.9,$269.32M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,3.42,$69.25M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",15.7,$409.83M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
AY,Atlantica Yield plc,20.48,$2.05B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,3.46,$53.98M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,53.26,$1.36B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",10.77,$128.56M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",25.3172,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,70.8,$16.86B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",83.84,$1.34B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,3.6,$44.67M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.2,$6.6M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",30.94,$1.19B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,717,$1.33B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATIS,Attis Industries Inc.,0.23,$4.97M,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.06,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw
ATTU,Attunity Ltd.,21.88,$466.85M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",0.61,$18.21M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",36.51,$133.04M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",23.6,$1.01B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,11.28,$325.05M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",5.67,$42.41M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,5.33,$454.77M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.6688,$19.8M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,6.24,$735.08M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",130.11,$28.44B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,35.5,$1.43B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",144.17,$63.11B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",2.16,$27.97M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,3.49,$129.17M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
AVCO,Avalon GloboCare Corp.,2.79,$205.23M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
ATXI,"Avenue Therapeutics, Inc.",4.16,$43.91M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",1.8,$214.25M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",15.1,$81.1M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",4.94,$276.65M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",25.24,$17.67M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",5.6,$234.37M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.303,$5.71M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",31.4,$2.43B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,10.15,$121.81M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.36,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.21,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpaw
AVT,"Avnet, Inc.",42.76,$4.76B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",28.32,$677.89M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.75,$80.79M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",16.2,$525.08M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",33.66,$1.3B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",50,$2.92B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",15.01,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
AXON          ,Axovant Sciences Ltd.,1.95,$238.44M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",3.3,$86.63M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,5.5,$217.46M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",0.9374,$8.09M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",2.26,$38.22M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,10.1505,$303.39M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",17.84,$466.11M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",24.59,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.45,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",24.55,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.64,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",24.997,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.13,$7.57M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",180.43,$62.89B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,90.38,$2.91B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",2.97,$534.48M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,57.58,$1.89B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.43,$26.43M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",15.75,$53.61M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,47.31,$915.68M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BFC,Bank First National Corporation,50,$1.6B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc
BOCH,Bank of Commerce Holdings (CA),12.58,$205.28M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,83.87,$586.54M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,47.73,$47.73M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,19.7,$108.56M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",15.1503,$66.33M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZK,Bank OZK,25.83,$3.32B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk
BSVN,Bank7 Corp.,18.17,$27.87M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn
BFIN,BankFinancial Corporation,14.35,$250.31M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",29.85,$234.11M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,59.97,$2.13B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,31.88,$1.82B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,62.64,$4.46M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,38.08,$4.68M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBS,Barclays PLC,22.7,$20.63M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,54.728,$4.54M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,42.0126,$5.88M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,72.62,$4.64M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,24.6508,$67.26M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,63.35,$4.43M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,30.6602,$4.53M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,31.17,$20.86M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BBSI,"Barrett Business Services, Inc.",76.61,$565.47M,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",19.66,$209.15M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
ZTEST,BATS BZX Exchange,10,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ztest
BCML,BayCom Corp,24.72,$268.69M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml
BCBP,"BCB Bancorp, Inc. (NJ)",11.85,$187.03M,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",26.8,$1.83B,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",6.045,$166.14M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BBBY,Bed Bath & Beyond Inc.,13.84,$1.91B,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",110.66,$6.57B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
